agency,description,name,price
Homesmart,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,530'}",3863 E Southern Avenue S35 T1n R8e,"$1,075,000"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,450'}",642 N Sun Road Arroyo Vista Estates,"$995,000"
Lost Dutchman Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,469'}",5581 E Superstition Boulevard S24 T1n R8e,"$995,000"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,201'}",562 N Sun Road Arroyo Vista Estates,"$970,952"
Realty One Group Integrity,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,064'}",5729 E 14th Avenue S25 T1n R8e,"$935,000"
Keller Williams Integrity First,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,353'}",5463 N Wolverine Pass Road S4 T1n R8e,"$928,000"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,250'}",762 N Sun Road Arroyo Vista Estates,"$899,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,294'}",22980 W Sunset Lane None,"$199,000"
Peterson Agency Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '768'}",22010 W Sunrise Road None,"$180,000"
Century 21 Arizona West,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '645'}",21254 W Iron Eagle Drive #350 Escapees At North Ranch,"$179,900"
Arizona Legends Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,962'}",22910 W Cactus Wren Lane Rural,"$175,000"
Century 21 Arizona West,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '644'}",30500 S Burnt Sage Road #281 Escapees At North Ranch,"$155,000"
Arizona Legends Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '397'}",30630 S Burnt Sage Road Escapees At North Ranch,"$110,000"
Firefly Property Management,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,779'}",7100 N Overfield Road S32 T5s R7e,"$777,000"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,705'}",6656 N Cholla Lane Chaparral Estates Phase 1,"$699,900"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,033'}",10327 W Ironwood Drive Chaparral Estates,"$699,000"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,065'}",9897 N Burris Road Desert Vista,"$675,000"
Exp Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,195'}",10447 W Appaloosa Trail Mountain Vista Ranch,"$669,900"
Keller Williams Legacy One,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,575'}",5200 S Whispering Sands Drive #2 Whispering Sands,"$650,000"
Arizona Homestores Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,610'}",405 Shattuck Street Warren,"$329,900"
Keller Williams Legacy One,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,500'}",5200 S Whispering Sands Drive #3 S7 T7s R5e,"$650,000"
Arizado Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '909'}",42 E Arizona State Highway 80 Douglas Road Addn Lot 27,"$87,599"
Real Estate 48,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,056'}",2138 N Lake Shore Drive Casa Grande Lakes,"$649,900"
Eliza Adams Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,000'}",139 Ok Street Old Bisbee,"$389,000"
"America's All In One Real Estate Services, Inc.","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,639'}",13472 W Selma Highway Arizola Townsite,"$640,000"
Habitation Realty,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '3,792'}",2209 S Arizona Street None,"$379,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,179'}",125 E Bahamas Drive Villago Parcel 14,"$600,000"
"Tierra Antigua Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,200'}",313 Oak Avenue Old Bisbee,"$425,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,793'}",445 S David Circle S25 T6s R7e,"$595,000"
"Tierra Antigua Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,738'}",523 Ruppe Avenue Warren,"$320,000"
RE/MAX Casa Grande,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,799'}",2419 N Sandstone Place Pebble Trails @ Coyote Ranch,"$575,000"
"Bisbee Realty, Inc.","{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '807'}",703 Shattuck Street Warren,"$189,000"
Pepper Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,225'}",506 Tombstone Canyon Old Bisbee,"$399,000"
Pepper Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,065'}",600 Tombstone Canyon #C Old Bisbee,"$699,000"
Arizona Homestores Llc,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '936'}",107 Cochise Drive Huachuca Terrace,"$109,000"
Arizona Homestores Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,703'}",705 W Yuma Trail Warren,"$449,900"
"Tierra Antigua Realty, Llc","{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,516'}",16 Clawson Avenue Old Bisbee,"$459,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '6,546'}",6831 E Stagecoach Pass Carefree Plat 3B,"$2,375,000"
Hague Partners,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,561'}",42139 N Mountain Cove Drive Anthem Unit 48,"$1,695,000"
Realty Executives,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,593'}",37200 N Granite Creek Lane Reserve At Tranquil Trail Unit 1,"$2,250,000"
Griggs's Group Powered By The Altman Brothers,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,736'}",2448 W Shinnecock Court Anthem Unit 18B,"$1,495,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,339'}",6407 E Old Paint Trail Black Mountain Foothills,"$2,250,000"
Realty One Group,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,319'}",41706 N Spy Glass Drive Anthem Golf & Country Club,"$1,295,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,043'}",7719 E Slumber Street Carefree Too,"$2,199,000"
Realty One Group,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,737'}",3102 W Summit Walk Court Anthem Country Club,"$1,249,900"
Success Property Brokers,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,014'}",37844 N Tranquil Trail See Legal In Documents,"$1,850,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,981'}",1961 W Wayne Lane Anthem Golf & Country Club,"$1,199,000"
Hague Partners,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,006'}",8316 E Cow Track Drive Cow Track Estates 2,"$1,800,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,981'}",1958 W Wayne Lane Anthem Unit 24,"$1,149,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,556'}",2033 Smoketree Drive The Boulders,"$1,799,000"
Homesmart,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,197'}",1341 W Medinah Court Anthem Country Club,"$1,100,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,802'}",2030 Smoketree Drive The Boulders,"$1,575,000"
Realty Executives,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,981'}",41509 N Anthem Ridge Drive Anthem Country Club,"$1,099,999"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,290'}",35038 N El Sendero Road Carefree Foothills,"$1,350,000"
Realty One Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,998'}",41914 N Moss Springs Road Anthem Country Club,"$1,095,000"
B & R Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,944'}",1030 S Barrel Cactus Ridge Out Of Pima County,"$317,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,645'}",36410 N Romping Road Carefree Rolling Hills 2,"$1,279,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,737'}",3034 W Summit Walk Court Anthem Country Club Unit 1 Wingate Range 4Th Amd,"$999,999"
"Glenn Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,116'}",676 S Pancho Place  ,"$339,900"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,160'}",37081 N Bloody Basin Road Carefree Arizona,"$1,250,000"
Realty Executives,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,737'}",40217 N Candlewyck Lane Anthem Unit 34,"$999,000"
Haymore Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,405'}",699 W Aviation Dr Benson,"$390,000"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,749'}",1062 E Boulder Drive Boulder Carefree Unit 2 Phase 2 Replat,"$1,200,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,154'}",39924 N Long Landing Court Anthem Country Club,"$965,000"
Dipeso Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,979'}",1226 N Rainbow Place Unsubdivided,"$350,000"
RE/MAX Solutions,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,261'}",4432 E Sagittarius Place Vasaro,"$1,495,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,809'}",1203 S S Emu Ave  ,"$340,000"
Amazing Az Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,702'}",523 W Coconino Place Fulton Ranch Parcel 2,"$1,429,000"
Coldwell Banker Rox Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,628'}",11051 W Penasco Drive Arizona City Unit Ten,"$334,000"
"List With Freedom, Inc.","{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '456'}",0 N Canyon Rd  ,"$280,000"
Realty One Group,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,507'}",700 N Dobson Road #25 La Glorieta Amd,"$1,400,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,667'}",10331 W Monaco Boulevard Arizona City Unit Ten,"$333,000"
Dipeso Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,504'}",400 E Silverwood Ln  ,"$310,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,457'}",5941 S Gemstone Drive Citrus Preserve,"$1,395,000"
Best Homes Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,624'}",8827 W Tinajas Drive Arizona City Unit One,"$330,000"
"Haymore Real Estate, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,288'}",615 E San Pedro Circle  ,"$275,000"
Cooper Premier Properties Llc,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,353'}",4471 S Gold Court Fulton Ranch Parcel 4,"$1,345,000"
Keller Williams Legacy One Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,384'}",10265 W Sunbird Drive Arizona City Unit Twelve,"$330,000"
Tierra Antigua Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,120'}",3171 W Rice Rd Mescal Lakes,"$170,000"
Exp Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,421'}",3425 E Birchwood Place San Sebastian At Valencia 2,"$1,299,999"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,600'}",14613 S Vera Cruz Road Arizona City Unit Nine Amd,"$329,900"
Long Realty-Benson,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,624'}",1080 N Annie Ln Unsubdivided,"$256,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,608'}",921 E Canyon Way Mcqueen Lakes,"$1,290,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,430'}",14751 S Avalon Road Arizona City Unit Nine Amd,"$325,000"
Homesmart Advantage Group,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '582'}",1109 W Cactus St  ,"$199,900"
Coldwell Banker Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,588'}",3333 E Powell Place Reids Ranch,"$1,250,000"
Romano Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,623'}",8375 W Concordia Drive Arizona City Unit Two,"$325,000"
Long Realty-Benson,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,005'}",1501 N Redwing Place Unsubdivided,"$459,000"
Homesmart,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,817'}",6182 W Gary Drive Tuscany,"$1,230,888"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,654'}",14774 S Charco Road Arizona City Unit Nine Amd,"$324,900"
A.Z. & Associates,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,735'}",3718 N 195th Drive Pasqualetti Mountain Ranch Phase 1 Amd,"$1,149,000"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,200'}",3605 E Gemini Place Jacaranda Place Replat,"$1,199,999"
Homesmart,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '3,796'}",2 S Quarty Circle San Marcos Country Club,"$1,190,000"
"Elite Square Feet, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,703'}",8582 W Reventon Drive Arizona City Unit Six,"$320,000"
David Weekley Homes,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,753'}",20717 W Rattler Road Verrado Victory District Phase 7A,"$1,098,674"
Keller Williams Integrity First,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,599'}",634 E County Down Drive Fieldstone Estates,"$1,170,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,680'}",15817 S Hilo Circle Arizona City Unit Ten,"$320,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,965'}",20739 W Rattler Road Verrado Victory District Phase 7A,"$1,074,481"
Hague Partners,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,753'}",4967 N Ironwood Drive S5 T1n R8e,"$899,000"
"Arizona Premier Realty Homes & Land, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,511'}",10802 W La Jolla Circle Lot 335 Arizona City Unit Ten,"$319,900"
West Usa Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,870'}",20753 W Pasadena Avenue Verrado Victory District Phase 1,"$1,065,000"
Hague Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,240'}",1907 E Foothill Street S15 T1n R8e,"$885,000"
Grand Az Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,624'}",9804 W Century Drive Amd Arizona City Unit Five,"$319,900"
Keller Williams Realty Elite,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,576'}",20862 W Western Drive Verrado,"$1,050,000"
RE/MAX Solutions,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,665'}",1084 N Acacia Road S15 T1n R8e,"$860,000"
Delex Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,467'}",20593 W Oregon Avenue Verrado Victory District Phase 5,"$1,040,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,143'}",25917 W Jason Drive Sun City Festival Planning Area 2 Parcel D2,"$998,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,897'}",4343 E 6th Avenue S23 T1n R8e,"$799,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,261'}",21415 W Mariposa Street Verrado Highlands District Phase 2,"$973,965"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,303'}",366 E Mckellips Boulevard Commencing At The Sw Corner Of Section 4 Township,"$795,000"
Blocks Brokerage Llc,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,028'}",36444 S Us Highway 85 #13 Lakeside Ski Village,"$950,000"
Lost Dutchman Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,960'}",931 W Whiteley Street S5 T1n R8e,"$792,214"
"Pcd Realty, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,917'}",26897 W Ponderosa Lane Sun City Festival Parcel F2,"$944,990"
Limitless Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,824'}",27 N Muleshoe Road S23 T1n R8e,"$789,000"
"Venture Rei, Llc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,199'}",577 N Moon Road Arroyo Vista Estates,"$773,999"
David Weekley Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,566'}",21409 W Mariposa Street Verrado Highlands District Phase 2,"$941,951"
Ensign Properties Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,396'}",2724 S Baker Drive None,"$739,990"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,376'}",460 W Mountain Sage Drive Foothills Club West Parcel 14B,"$435,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,123'}",21401 W Mariposa Street Verrado Highlands District Phase 2,"$924,570"
Arrt Of Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,200'}",3830 N Val Vista Road S12 T1n R8e,"$734,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,274'}",4402 E Windsong Drive Foothills Paseo,"$520,000"
Realty One Group,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,632'}",4589 E Superstition Boulevard S23 T1n R8e,"$710,000"
West Usa Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,836'}",1208 E Desert Flower Lane Foothills Parcel 9E,"$1,189,000"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,452'}",6280 E Roundup Street S13 T1n R8e,"$700,000"
Exp Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,633'}",2558 E Amberwood Drive Canyon Retreat At Mountain Park Ranch Lot 73-91,"$790,000"
Dpr Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,788'}",9417 S 51st Street Pointe South Mountain,"$575,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,381'}",4607 E Walatowa Street Ahwatukee Rs-8 Amd,"$440,000"
Deluxe Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,353'}",9620 S 43rd Place Cove At South Mountain,"$469,000"
Key Results Realty Llc,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '675'}",10610 S 48th Street #1094 Desert Foothills Villas,"$225,000"
Realty Executives,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,317'}",3419 E Woodland Drive Lakewood Parcel 12 Lot 1-132 Tr A-D,"$595,000"
"Brokers Hub Realty, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,678'}",2227 E Granite View Drive Desert Bluffs At Mountain Park Ranch,"$825,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '997'}",3830 E Lakewood Parkway #1080 Portofino Condominium,"$320,000"
Exp Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,276'}",11609 S Bannock Street Ahwatukee Fs 4,"$598,000"
"William Ryan Realty, Inc","{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,942'}",12761 W Parkway Lane Alamar Phase 4,"$629,693"
David Weekley Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,643'}",12314 W Trumbull Road Alamar Phase 4,"$629,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,978'}",12310 W Trumbell Road Alamar Phase 4 Replat,"$625,000"
E & G Real Estate Services,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,768'}",11913 W Monroe Street Coldwater Springs,"$620,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11007 W Buchanan Street Vista Del Verde Phase 2 Replat,"$618,462"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11013 W Lincoln Street Vista Del Verde Phase 2 Replat,"$604,995"
"Mattamy Arizona, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,472'}",10961 W Polk Street Roosevelt Park,"$603,716"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,840'}",11011 W Buchanan Street Vista Del Verde Phase 2 Replat,"$602,824"
Richmond American Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11069 W Tonto Street Vista Del Verde Phase 4 Replat,"$599,995"
"Woodside Homes Sales Az, Llc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,719'}",12393 W Trumbull Road Alamar Phase 4,"$599,890"
Capital West Homes Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,311'}",12014 W Luxton Lane Alamar Phase 2,"$599,000"
Exp Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,994'}",10922 W Ashland Way Garden Lakes Parcel 17 Lot 1-111 Tr A-H,"$599,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,000'}",635 E Post Rd San Pedro Ranches,"$185,000"
Dipeso Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,152'}",618 W 5th St Other/Unknown,"$140,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,202'}",1381 S Cattlemans Loop Red Hawk At J-6 Ranch,"$620,000"
Arizado Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,406'}",3337 W Navajo Trl J Six Ranchettes 2,"$260,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,394'}",477 N Pomerene Rd  ,"$375,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,100'}",1396 N Ocotillo Rd Unsubdivided,"$330,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,624'}",1030 Barrel Cactus Ridge Out Of Pima County,"$299,000"
Century Communities Of Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,155'}",304 S Redwood Loop  ,"$217,990"
Mariposa Realty Llc,"{'Beds': '2', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '1,500'}",999 S Catclaw Ln  ,"$355,000"
Long Realty-Benson,"{'Beds': '4', 'Baths': '2 F 2 1/2', 'Sq.Ft.': '3,453'}",1208 S Via Coyote Unsubdivided,"$725,000"
Copper Lodge Realty,"{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '2,402'}",445 S Huachuca St Benson,"$220,000"
United Country Re Az Life Homes & Land,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,400'}",3166 W Lark Dr Mescal Lakes,"$359,000"
"Congress Realty, Inc.","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,450'}",928 S Coy Street Mtn Ranch Estates,"$559,000"
Arizona 360 Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,190'}",309 Park Avenue Bakerville,"$299,000"
Libertas Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,793'}",4217 E Windsong Drive Pecos West Lot 1-391 Drainage Way,"$525,000"
Realty One Group,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,557'}",16443 S 17th Street Shadow Rock At The Foothills,"$847,000"
Prosmart Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,076'}",16712 S 22nd Street Desert Foothills Villas,"$370,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,672'}",1216 E Rocky Slope Drive Camelot Ridge In Ahwatukee Foothills,"$999,900"
Success Property Brokers,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,408'}",5004 W Culpepper Drive Anthem Unit 81B,"$935,000"
"Real Broker Az, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,997'}",2754 E Windmere Drive Mountain Park Ranch Unit 39 Lot 1-135 Tr A,"$705,000"
The A.R.E. Group,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,982'}",41413 N Laurel Valley Way Anthem Country Club Unit 14 Laurel Valley,"$825,000"
Arizona Gateway Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,793'}",4424 E San Gabriel Avenue Desert Foothills Estates Unit 2,"$575,000"
Realty One Group,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,542'}",2009 W Shadow Glen Way Anthem Golf & Country Club,"$825,000"
RE/MAX Foothills,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,892'}",4353 E Walatowa Street Ahwatukee Rs 7,"$479,900"
A.Z. & Associates,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,596'}",40843 N Union Trail Anthem Unit 4,"$800,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,953'}",1024 E Mountain Vista Drive Parcel 11-D Phase 2 At The Foothills,"$725,000"
Best Homes Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,542'}",3138 W Ravina Lane Anthem Country Club Unit 2 Cypress Point Amd,"$799,900"
